DeptTag,CourseNum,CourseName,Term,reqsFilled,period
AFST,100.0,To Make the World Anew: Black Liberation in the Twentieth Century,Fall 2019,"A&I, ARP, WRC, IDS",2a
AFST,113.0,Introduction to Africana Studies,Fall 2019,"SOC, HUM, QRE, IDS, INS",5a
AFST,112.0,Black Revolution on Campus,Winter 2020,"SOC, LAA, WRC, IDS",4/5c
AFST,398.0,Africana Studies Capstone,Winter 2020,"LAA, INS",4a
AMST,115.0,Introduction to American Studies,Fall 2019,"HUM, LAA, IDS, WRC",5a
AMST,230.0,"The American Sublime: Landscape, Character & National Destiny in Nineteenth Century America",Fall 2019,"LAA, WRC, IDS",3a
AMST,231.0,Contemporary Indigenous Activism,Fall 2019,"SOC, HUM, QRE, IDS, WRC",2/3c
AMST,115.0,Introduction to American Studies,Winter 2020,"SOC, HUM, WRC, IDS, WRC, IDS",2a
AMST,244.0,Approaches to Indigenous Studies,Winter 2020,"SOC, HUM, QRE, IDS",3a
AMST,345.0,Theory and Practice of American Studies,Winter 2020,"IDS, LAA, WRC, IDS",5a
AMST,399.0,Senior Seminar in American Studies,Winter 2020,"LAA, WRC",5a
AMST,400.0,Integrative Exercise: Exam and Essay,Winter 2020,"LAA, WRC, IDS",3a
AMST,225.0,Beauty and Race in America,Spring 2020,"HUM, LAA, WRC, IDS",1/2c
AMST,254.0,The 1930s:  Social and Cultural Impact of the Great Depression,Spring 2020,"SOC, HUM, QRE, WRC, IDS",4a
ARBC,100.0,Arabs Encountering the West,Fall 2019,"WRC, A&I, INS",5a
ARBC,101.01,Elementary Arabic,Fall 2019,,1a
ARBC,101.02,Elementary Arabic,Fall 2019,,3a
ARBC,204.01,Intermediate Arabic,Fall 2019,,4a
ARBC,204.02,Intermediate Arabic,Fall 2019,,1a
ARBC,102.01,Elementary Arabic,Winter 2020,,1a
ARBC,102.02,Elementary Arabic,Winter 2020,,3a
ARBC,205.01,Intermediate Arabic,Winter 2020,,3a
ARBC,205.02,Intermediate Arabic,Winter 2020,,5a
ARBC,387.0,The One Thousand and One Nights,Winter 2020,"LAA, INS",5a
ARBC,103.01,Elementary Arabic,Spring 2020,,1a
ARBC,103.02,Elementary Arabic,Spring 2020,,2a
ARBC,185.0,The Creation of Classical Arabic Literature,Spring 2020,"LAA, INS",3a
ARBC,206.0,Arabic in Cultural Context,Spring 2020,,2a
ARBC,212.0,Colloquial Egyptian Arabic,Spring 2020,,4a
ARCN,395.0,"Archaeology: Science, Ethics, Nationalism and Cultural Property",Spring 2020,"LAB, WRC",1a
ARTH,100.01,"Renaissance, Revolution, and Reformation: The Life and Art of Albrecht Dürer",Fall 2019,"WRC, HUM, A&I, WRC, INS",3a
ARTH,100.02,Laughing Matters: The History of Political Caricature,Fall 2019,"A&I, WRC",5a
ARTH,101.0,Introduction to Art History I,Fall 2019,"LAA, WRC, INS",2a
ARTH,214.0,Queer Art,Fall 2019,"LAA, IDS",Unable to determine class period
ARTH,232.07,Madrid Program: Spanish Art Live,Fall 2019,,Unable to determine class period
ARTH,247.0,Architecture Since 1950,Fall 2019,LAA,Unable to determine class period
ARTH,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period
ARTH,102.0,Introduction to Art History II,Winter 2020,"HUM, LAA, WRC, INS, INS",2a
ARTH,209.0,Chinese Painting,Winter 2020,"LAA, INS",4a
ARTH,235.0,"Revival, Revelation, and Re-animation: The Art of Europe's ""Renaissance""",Winter 2020,"LAA, INS",5a
ARTH,263.07,European Architectural Studies Program: Prehistory to Postmodernism,Winter 2020,,Unable to determine class period
ARTH,264.07,European Architectural Studies Program: Managing Monuments: Issues in Cultural Heritage Practice,Winter 2020,,Unable to determine class period
ARTH,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period
ARTH,165.0,Japanese Art and Culture,Spring 2020,"LAA, INS",4/5c
ARTH,236.0,Baroque Art,Spring 2020,"LAA, INS",4/5c
ARTH,241.0,Contemporary Art for Artists,Spring 2020,LAA,4a
ARTH,265.0,Planning Utopia: Ideal Cities in Theory and Practice,Spring 2020,LAA,4/5c
ARTH,298.0,Seminar for Art History Majors,Spring 2020,LAA,2a
ARTH,323.0,Idolatry,Spring 2020,"LAA, WRC, INS",4/5c
ARTH,400.0,Integrative Exercise,Spring 2020,,4/5c
ASLN,111.0,Writing Systems,Winter 2020,SOC,4a
ASST,100.0,The Cultural Life of Plants in China,Fall 2019,"A&I, WRC, INS",1a
ASST,319.07,Buddhist Studies India Program: History of South Asian Buddhism,Fall 2019,,3a
ASST,391.07,Buddhist Studies India Program: Independent Study Project,Fall 2019,,4a
ASST,400.0,Integrative Exercise,Fall 2019,"LAA, INS",1/2c
ASST,400.0,Integrative Exercise,Winter 2020,"LAA, INS",4a
ASST,284.07,Japanese Linguistics in Kyoto Seminar: History and Culture of Japan,Spring 2020,"LAA, INS",4/5c
ASTR,110.0,Introduction to Astronomy,Fall 2019,"QRE, LAB",3a
ASTR,113.0,Observational and Laboratory Astronomy,Fall 2019,"LAB, QRE",Unable to determine class period
ASTR,110.0,Introduction to Astronomy,Winter 2020,"QRE, LAB",3a
ASTR,113.0,Observational and Laboratory Astronomy,Spring 2020,"LAB, QRE",Unable to determine class period
ASTR,232.0,Astrophysics I,Spring 2020,QRE,4a
BIOL,100.0,What Would Nature Do? Learning From the Natural World,Fall 2019,"A&I, WRC",2/3c
BIOL,125.53,"Genes, Evolution, and Development: A Problem Solving Approach and Lab",Fall 2019,"QRE, LAB",3a
BIOL,125.54,"Genes, Evolution, and Development: A Problem Solving Approach and Lab",Fall 2019,"QRE, LAB",3a
BIOL,125.59,"Genes, Evolution, and Development: A Problem Solving Approach and Lab",Fall 2019,"QRE, LAB",3a
BIOL,215.0,Agroecology,Fall 2019,QRE,4a
BIOL,216.0,Agroecology Lab,Fall 2019,,2/3c
BIOL,224.0,Landscape Ecology,Fall 2019,QRE,2a
BIOL,225.0,Landscape Ecology Laboratory,Fall 2019,,2/3c
BIOL,262.0,Ecological Physiology,Fall 2019,LAB,3a
BIOL,263.0,Ecological Physiology Laboratory,Fall 2019,LAB,2/3c
BIOL,280.0,Cell Biology,Fall 2019,QRE,3a
BIOL,281.01,Cell Biology Laboratory,Fall 2019,,2/3c
BIOL,350.0,Evolution,Fall 2019,QRE,3a
BIOL,365.0,Seminar: Topics in Neuroscience,Fall 2019,QRE,2/3c
BIOL,380.0,Biochemistry,Fall 2019,,4a
BIOL,381.01,Biochemistry Laboratory,Fall 2019,,2/3c
BIOL,381.02,Biochemistry Laboratory,Fall 2019,,2/3c
BIOL,382.0,Seminar: Molecular Biology,Fall 2019,,2/3c
BIOL,395.0,Research Experience Seminar in Biology,Fall 2019,QRE,2/3c
BIOL,399.0,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.01,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.02,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.03,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.04,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.05,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.06,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.07,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,399.08,Critical Reading and Analysis of Primary Literature,Fall 2019,,2/3c
BIOL,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period
BIOL,125.52,"Genes, Evolution, and Development and Lab",Winter 2020,"QRE, LAB",3a
BIOL,125.53,"Genes, Evolution, and Development and Lab",Winter 2020,"QRE, LAB",3a
BIOL,125.54,"Genes, Evolution, and Development and Lab",Winter 2020,"QRE, LAB",3a
BIOL,125.57,"Genes, Evolution, and Development and Lab",Winter 2020,"QRE, LAB",3a
BIOL,125.59,"Genes, Evolution, and Development and Lab",Winter 2020,"QRE, LAB",3a
BIOL,126.52,Energy Flow in Biological Systems and Lab,Winter 2020,"LAB, QRE",4a
BIOL,126.53,Energy Flow in Biological Systems and Lab,Winter 2020,"LAB, QRE",4a
BIOL,126.54,Energy Flow in Biological Systems and Lab,Winter 2020,"LAB, QRE",4a
BIOL,210.0,Global Change Biology,Winter 2020,QRE,Unable to determine class period
BIOL,240.0,Genetics,Winter 2020,QRE,3a
BIOL,241.0,Genetics Laboratory,Winter 2020,,Unable to determine class period
BIOL,248.0,Behavioral Ecology,Winter 2020,QRE,4a
BIOL,310.0,Immunology,Winter 2020,QRE,2a
BIOL,332.0,Human Physiology,Winter 2020,QRE,3a
BIOL,333.01,Human Physiology Laboratory,Winter 2020,,Unable to determine class period
BIOL,333.02,Human Physiology Laboratory,Winter 2020,,Unable to determine class period
BIOL,355.0,Seminar: The Plant-Animal Interface,Winter 2020,,3a
BIOL,368.0,Seminar: Developmental Neurobiology,Winter 2020,QRE,4a
BIOL,372.0,Seminar: Structural Biology,Winter 2020,QRE,Unable to determine class period
BIOL,399.0,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.01,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.02,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.03,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.04,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.05,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.06,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.07,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,399.08,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period
BIOL,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period
BIOL,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period
BIOL,126.52,Energy Flow in Biological Systems and Lab,Spring 2020,"LAB, QRE",3a
BIOL,126.53,Energy Flow in Biological Systems and Lab,Spring 2020,"LAB, QRE",3a
BIOL,126.54,Energy Flow in Biological Systems and Lab,Spring 2020,"LAB, QRE",3a
BIOL,126.59,Energy Flow in Biological Systems and Lab,Spring 2020,"LAB, QRE",3a
BIOL,240.0,Genetics,Spring 2020,QRE,4a
BIOL,241.01,Genetics Laboratory,Spring 2020,,Unable to determine class period
BIOL,241.02,Genetics Laboratory,Spring 2020,,Unable to determine class period
BIOL,242.0,Vertebrate Morphology,Spring 2020,,4a
BIOL,243.01,Vertebrate Morphology Laboratory,Spring 2020,,Unable to determine class period
BIOL,243.02,Vertebrate Morphology Laboratory,Spring 2020,,Unable to determine class period
BIOL,338.0,Genomics and Bioinformatics,Spring 2020,"LAB, QRE",2a
BIOL,339.01,Genomics and Bioinformatics Laboratory,Spring 2020,,Unable to determine class period
BIOL,342.0,Animal Developmental Biology,Spring 2020,QRE,Unable to determine class period
BIOL,352.0,Population Ecology,Spring 2020,QRE,3a
BIOL,353.0,Population Ecology Laboratory,Spring 2020,,Unable to determine class period
BIOL,354.0,Human Cutaneous Biology,Spring 2020,,Unable to determine class period
BIOL,363.0,Seminar: Ecomechanics,Spring 2020,QRE,Unable to determine class period
BIOL,370.0,Seminar: Selected Topics in Virology,Spring 2020,QRE,3a
BIOL,374.0,Seminar: Grassland Ecology,Spring 2020,"WRC, QRE",Unable to determine class period
BIOL,386.0,Neurobiology,Spring 2020,QRE,2a
BIOL,387.0,Neurobiology Laboratory,Spring 2020,,Unable to determine class period
BIOL,399.0,Critical Reading and Analysis of Primary Literature,Spring 2020,,Unable to determine class period
BIOL,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period
CHEM,122.0,An Introduction to Chemistry,Fall 2019,QRE,2/3c
CHEM,128.52,Principles of Environmental Chemistry & Lab,Fall 2019,"LAB, QRE",4a
CHEM,128.59,Principles of Environmental Chemistry & Lab,Fall 2019,"LAB, QRE",4a
CHEM,224.54,Principles of Chemistry II and Lab,Fall 2019,"LAB, QRE",1a
CHEM,224.59,Principles of Chemistry II and Lab,Fall 2019,"LAB, QRE",1a
CHEM,233.52,Organic Chemistry I & Lab,Fall 2019,"LAB, QRE",4a
CHEM,233.54,Organic Chemistry I & Lab,Fall 2019,"LAB, QRE",2a
CHEM,233.57,Organic Chemistry I & Lab,Fall 2019,"LAB, QRE",4a
CHEM,301.01,Chemical Kinetics Laboratory,Fall 2019,"QRE, WRC",1a
CHEM,301.02,Chemical Kinetics Laboratory,Fall 2019,"QRE, WRC",1a
CHEM,301.03,Chemical Kinetics Laboratory,Fall 2019,"QRE, WRC",1a
CHEM,301.04,Chemical Kinetics Laboratory,Fall 2019,"QRE, WRC",1a
CHEM,343.0,Chemical Thermodynamics,Fall 2019,QRE,5a
CHEM,361.0,Materials Chemistry,Fall 2019,,2a
CHEM,395.0,Research Experience Seminar in Chemistry,Fall 2019,QRE,2/3c
CHEM,400.01,Integrative Exercise,Fall 2019,,2/3c
CHEM,113.52,Concepts of Chemistry & Lab,Winter 2020,"LAB, QRE",2a
CHEM,123.52,Principles of Chemistry I With Problem Solving & Lab,Winter 2020,"LAB, QRE",3a
CHEM,123.54,Principles of Chemistry I and Lab,Winter 2020,"LAB, QRE",3a
CHEM,123.59,Principles of Chemistry I and Lab,Winter 2020,"LAB, QRE",3a
CHEM,233.54,Organic Chemistry I & Lab,Winter 2020,"LAB, QRE",4a
CHEM,233.59,Organic Chemistry I & Lab,Winter 2020,"LAB, QRE",4a
CHEM,234.52,Organic Chemistry II & Lab,Winter 2020,"LAB, QRE",2a
CHEM,234.57,Organic Chemistry II & Lab,Winter 2020,"LAB, QRE",2a
CHEM,302.01,Quantum Spectroscopy Laboratory,Winter 2020,QRE,Unable to determine class period
CHEM,302.02,Quantum Spectroscopy Laboratory,Winter 2020,QRE,Unable to determine class period
CHEM,302.03,Quantum Spectroscopy Laboratory,Winter 2020,QRE,Unable to determine class period
CHEM,302.04,Quantum Spectroscopy Laboratory,Winter 2020,QRE,Unable to determine class period
CHEM,306.01,Spectrometric Characterization of Chemical Compounds,Winter 2020,QRE,2a
CHEM,306.02,Spectrometric Characterization of Chemical Compounds,Winter 2020,QRE,2a
CHEM,330.0,Instrumental Chemical Analysis,Winter 2020,QRE,1a
CHEM,331.0,Instrumental Chemical Analysis Laboratory,Winter 2020,QRE,Unable to determine class period
CHEM,344.0,Quantum Chemistry,Winter 2020,QRE,3a
CHEM,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period
CHEM,400.02,Integrative Exercise,Winter 2020,,5a
CHEM,400.03,Integrative Exercise,Winter 2020,,5a
CHEM,400.04,Integrative Exercise,Winter 2020,,5a
CHEM,123.54,Principles of Chemistry I and Lab,Spring 2020,"LAB, QRE",2a
CHEM,123.59,Principles of Chemistry I and Lab,Spring 2020,"LAB, QRE",2a
CHEM,224.53,Principles of Chemistry II and Lab,Spring 2020,"LAB, QRE",1a
CHEM,224.54,Principles of Chemistry II and Lab,Spring 2020,"LAB, QRE",1a
CHEM,224.59,Principles of Chemistry II and Lab,Spring 2020,"LAB, QRE",1a
CHEM,234.52,Organic Chemistry II & Lab,Spring 2020,"LAB, QRE",3a
CHEM,234.57,Organic Chemistry II & Lab,Spring 2020,"LAB, QRE",3a
CHEM,320.0,Biological Chemistry,Spring 2020,QRE,2a
CHEM,321.01,Biological Chemistry Laboratory,Spring 2020,QRE,Unable to determine class period
CHEM,321.02,Biological Chemistry Laboratory,Spring 2020,QRE,Unable to determine class period
CHEM,348.0,Introduction to Computational Chemistry,Spring 2020,QRE,3a
CHEM,349.01,Computational Chemistry Laboratory,Spring 2020,QRE,Unable to determine class period
CHEM,349.02,Computational Chemistry Laboratory,Spring 2020,QRE,Unable to determine class period
CHEM,350.0,Chemical and Biosynthesis,Spring 2020,QRE,5a
CHEM,351.0,Inorganic Chemistry,Spring 2020,QRE,4a
CHEM,352.01,Laboratory in Advanced Inorganic Chemistry,Spring 2020,QRE,Unable to determine class period
CHEM,352.02,Laboratory in Advanced Inorganic Chemistry,Spring 2020,QRE,Unable to determine class period
CHEM,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period
CHEM,400.02,Integrative Exercise,Spring 2020,,5a
CHEM,400.03,Integrative Exercise,Spring 2020,,5a
CHEM,400.04,Integrative Exercise,Spring 2020,,5a
CHEM,400.05,Integrative Exercise,Spring 2020,,5a
CHIN,101.01,Elementary Chinese,Fall 2019,,1a
CHIN,204.01,Intermediate Chinese,Fall 2019,,3a
CHIN,204.02,Intermediate Chinese,Fall 2019,,4a
CHIN,250.0,Chinese Popular Culture in Translation,Fall 2019,"LAA, INS",1/2c
CHIN,280.0,Chinese Literacy,Fall 2019,,1/2c
CHIN,347.0,Advanced Chinese: Reading the News,Fall 2019,ARP,5a
CHIN,102.01,Elementary Chinese,Winter 2020,,1a
CHIN,205.01,Intermediate Chinese,Winter 2020,,3a
CHIN,205.02,Intermediate Chinese,Winter 2020,,4a
CHIN,360.0,Classical Chinese,Winter 2020,LAA,5a
CHIN,103.01,Elementary Chinese,Spring 2020,,1a
CHIN,206.0,Chinese in Cultural Context,Spring 2020,ARP,3a
CHIN,258.0,Classical Chinese Thought: Wisdom and Advice from Ancient Masters,Spring 2020,"HUM, INS",1/2c
CHIN,355.0,Contemporary Chinese Short Stories,Spring 2020,LAA,2a
CAMS,100.0,American Film Genres,Fall 2019,"A&I, LAA, WRC, INS, IDS",2a
CAMS,110.0,Introduction to Cinema and Media Studies,Fall 2019,"LAA, WRC",4/5c
CAMS,111.01,Digital Foundations,Fall 2019,"SOC, ARP, QRE, IDS",4/5c
CAMS,177.0,Television Studio Production,Fall 2019,"ARP, LAA, INS",1a
CAMS,215.0,American Television History,Fall 2019,"LAA, IDS",3a
CAMS,270.0,Nonfiction,Fall 2019,ARP,4/5c
CAMS,278.0,Writing for Television,Fall 2019,"ARP, WRC",4/5c
CAMS,291.11,Independent Study,Fall 2019,,4/5c
CAMS,291.12,Independent Study,Fall 2019,,4/5c
CAMS,291.13,Independent Study,Fall 2019,,4/5c
CAMS,370.0,Advanced Production Workshop I,Fall 2019,ARP,5a
CAMS,391.11,Independent Study,Fall 2019,,4/5c
CAMS,400.0,Integrative Exercise,Fall 2019,,4/5c
CAMS,400.02,Integrative Exercise,Fall 2019,,4/5c
CAMS,400.03,Integrative Exercise,Fall 2019,,4/5c
CAMS,400.04,Integrative Exercise,Fall 2019,,4/5c
CAMS,110.0,Introduction to Cinema and Media Studies,Winter 2020,"ARP, LAA, WRC",4a
CAMS,111.01,Digital Foundations,Winter 2020,ARP,4/5c
CAMS,111.02,Digital Foundations,Winter 2020,"FSR, ARP",5a
CAMS,177.0,Television Studio Production,Winter 2020,"ARP, LAA, WRC, IDS",1a
CAMS,214.0,Film History III,Winter 2020,"LAA, WRC, INS, INS",4a
CAMS,265.0,Sound Design,Winter 2020,"ARP, LAA, INS",2a
CAMS,273.0,Digital Editing Workshop,Winter 2020,"HUM, ARP, WRC, IDS",4/5c
CAMS,330.0,Cinema Studies Seminar,Winter 2020,LAA,5a
CAMS,371.0,Advanced Production Workshop II,Winter 2020,ARP,4/5c
CAMS,400.0,Integrative Exercise,Winter 2020,,4/5c
CAMS,111.01,Digital Foundations,Spring 2020,"ARP, LAA",4a
CAMS,111.02,Digital Foundations,Spring 2020,ARP,2/3c
CAMS,211.0,Film History II,Spring 2020,"ARP, LAA, INS",4a
CAMS,245.0,The Essay Film,Spring 2020,"ARP, LAA, WRC, INS",5a
CAMS,258.0,Feminist and Queer Media,Spring 2020,"LAA, IDS",2/3c
CAMS,263.0,The Element of Control: Studio Filmmaking,Spring 2020,"ARP, LAA, INS",1a
CAMS,271.0,Fiction,Spring 2020,ARP,2/3c
CAMS,320.0,Sound Studies Seminar,Spring 2020,LAA,5a
CLAS,100.0,"The Trojan Legend: Mythology, Archaeology, and Legacy",Fall 2019,"A&I, WRC",4a
CLAS,229.0,Warlords and the Collapse of the Roman Republic,Fall 2019,"HUM, INS",5a
CLAS,394.0,Senior Seminar,Fall 2019,,6a
CLAS,112.0,"The Epic in Classical Antiquity: Texts, Contexts, and Intertexts",Winter 2020,"LAA, WRC",4a
CLAS,124.0,Roman Archaeology and Art,Winter 2020,"HUM, INS",5a
CLAS,400.0,Senior Symposium,Winter 2020,,6a
CLAS,214.0,Gender and Sexuality in Classical Antiquity,Spring 2020,"HUM, WRC, INS",4a
CLAS,230.0,The Rise and Fall of the Great Hellenistic Kingdoms,Spring 2020,"HUM, INS",5a
CLAS,295.0,Junior Colloquium,Spring 2020,,Unable to determine class period
CGSC,130.0,Revolutions in Mind:  An Introduction to Cognitive Science,Fall 2019,"QRE, SOC",2/3c
CGSC,232.0,Cognitive Processes,Fall 2019,"FSR, WRC, QRE, LAB",2a
CGSC,233.01,Laboratory Research Methods in Cognitive Science,Fall 2019,"FSR, LAB, QRE",5a
CGSC,233.02,Laboratory Research Methods in Cognitive Science,Fall 2019,"FSR, LAB, QRE",2a
CGSC,340.0,Phenomenology and Cognitive Science,Fall 2019,"FSR, HUM",1a
CGSC,396.0,Directed Research in Cognitive Studies,Fall 2019,FSR,5a
CGSC,396.01,Directed Research in Cognitive Studies,Fall 2019,"SOC, QRE",2a
CGSC,396.02,Directed Research in Cognitive Studies,Fall 2019,SOC,2/3c
CGSC,396.03,Directed Research in Cognitive Studies,Fall 2019,FSR,5a
CGSC,396.04,Directed Research in Cognitive Studies,Fall 2019,FSR,2/3c
CGSC,130.0,The Musical Mind: An Introduction to Cognitive Science,Spring 2020,"QRE, SOC, WRC",2a
CGSC,236.0,"Thinking, Reasoning, and Decision Making",Spring 2020,"FSR, QRE, WRC",3a
CGSC,400.0,Integrative Exercise,Spring 2020,"FSR, QRE",2a
CS,111.01,Introduction to Computer Science,Fall 2019,"FSR, QRE",3a
CS,111.02,Introduction to Computer Science,Fall 2019,"FSR, QRE",5a
CS,111.03,Introduction to Computer Science,Fall 2019,"FSR, QRE",2a
CS,201.01,Data Structures,Fall 2019,"FSR, QRE",4a
CS,201.02,Data Structures,Fall 2019,"FSR, QRE",2a
CS,202.0,Mathematics of Computer Science,Fall 2019,FSR,5a
CS,251.0,Programming Languages: Design and Implementation,Fall 2019,FSR,2a
CS,254.0,Computability and Complexity,Fall 2019,FSR,1a
CS,257.0,Software Design,Fall 2019,FSR,3a
CS,321.0,Artificial Intelligence,Fall 2019,FSR,5a
CS,362.0,Computational Biology,Fall 2019,"FSR, QRE",4a
CS,399.01,Senior Seminar,Fall 2019,,Unable to determine class period
CS,399.02,Senior Seminar,Fall 2019,,Unable to determine class period
CS,399.03,Senior Seminar,Fall 2019,,Unable to determine class period
CS,399.04,Senior Seminar,Fall 2019,,Unable to determine class period
CS,399.05,Senior Seminar,Fall 2019,,6a
CS,111.01,Introduction to Computer Science,Winter 2020,"FSR, LAB, QRE",2a
CS,111.02,Introduction to Computer Science,Winter 2020,"FSR, QRE",4a
CS,111.03,Introduction to Computer Science,Winter 2020,"FSR, QRE",5a
CS,201.01,Data Structures,Winter 2020,"FSR, QRE",3a
CS,201.02,Data Structures,Winter 2020,"FSR, QRE",2a
CS,208.0,Computer Organization and Architecture,Winter 2020,FSR,4a
CS,232.0,"Art, Interactivity, and Robotics",Winter 2020,ARP,Unable to determine class period
CS,252.0,Algorithms,Winter 2020,FSR,2a
CS,254.0,Computability and Complexity,Winter 2020,FSR,5a
CS,257.0,Software Design,Winter 2020,FSR,5a
CS,312.0,Audio Programming,Winter 2020,FSR,5a
CS,330.0,Introduction to Real-Time Systems,Winter 2020,FSR,3a
CS,344.0,Human-Computer Interaction,Winter 2020,"FSR, QRE",4a
CS,399.01,Senior Seminar,Winter 2020,,6a
CS,399.02,Senior Seminar,Winter 2020,,Unable to determine class period
CS,399.03,Senior Seminar,Winter 2020,,Unable to determine class period
CS,399.06,Senior Seminar,Winter 2020,,Unable to determine class period
CS,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period
CS,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period
CS,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period
CS,400.04,Integrative Exercise,Winter 2020,,Unable to determine class period
CS,400.05,Integrative Exercise,Winter 2020,,6a
CS,111.01,Introduction to Computer Science,Spring 2020,"FSR, QRE",3a
CS,111.02,Introduction to Computer Science,Spring 2020,"FSR, QRE",2a
CS,111.03,Introduction to Computer Science,Spring 2020,"FSR, QRE",4a
CS,201.01,Data Structures,Spring 2020,"FSR, QRE",3a
CS,201.02,Data Structures,Spring 2020,"FSR, QRE",4a
CS,202.0,Mathematics of Computer Science,Spring 2020,FSR,3a
CS,208.0,Computer Organization and Architecture,Spring 2020,FSR,3a
CS,251.0,Programming Languages: Design and Implementation,Spring 2020,FSR,1a
CS,252.0,Algorithms,Spring 2020,FSR,2a
CS,257.0,Software Design,Spring 2020,FSR,4a
CS,332.0,Operating Systems,Spring 2020,FSR,5a
CS,358.0,Quantum Computing,Spring 2020,FSR,2a
CS,400.01,Integrative Exercise,Spring 2020,,6a
CS,400.02,Integrative Exercise,Spring 2020,,Unable to determine class period
CS,400.03,Integrative Exercise,Spring 2020,,Unable to determine class period
CS,400.06,Integrative Exercise,Spring 2020,,Unable to determine class period
CCST,100.0,Growing up Cross-Culturally,Fall 2019,"A&I, HUM, WRC, IDS, WRC, INS",5a
CCST,208.0,International Coffee and News,Fall 2019,"HUM, LAA, WRC, INS, INS",5a
CCST,208.0,International Coffee and News,Winter 2020,"HUM, IDS, INS, WRC",2a
CCST,270.0,Creative Travel Writing Workshop,Winter 2020,"SOC, ARP, WRC, INS",4a
CCST,275.0,I'm A Stranger Here Myself,Winter 2020,"QRE, SOC, INS",5a
CCST,398.0,The Cross-Cultural Panorama: A Capstone Workshop,Winter 2020,"HUM, LAA, INS",4a
CCST,208.0,International Coffee and News,Spring 2020,"QRE, HUM, INS",3a
DANC,107.0,Ballet I,Fall 2019,ARP,2a
DANC,115.0,Cultures of Dance,Fall 2019,"HUM, INS",5a
DANC,150.0,Contact Improvisation,Fall 2019,ARP,4a
DANC,158.0,Contemporary Dance Forms I,Fall 2019,ARP,5a
DANC,200.0,Modern Dance II: Technique and Theory,Fall 2019,ARP,Unable to determine class period
DANC,208.0,Ballet II,Fall 2019,ARP,3a
DANC,295.0,Dance Lab,Fall 2019,ARP,Unable to determine class period
DANC,300.0,Modern Dance III: Technique and Theory,Fall 2019,ARP,Unable to determine class period
DANC,301.0,Contemporary Styles and Techniques: West African Dance,Fall 2019,ARP,Unable to determine class period
DANC,350.0,Semaphore Repertory Dance Company,Fall 2019,ARP,Unable to determine class period
DANC,107.0,Ballet I,Winter 2020,ARP,2a
DANC,148.0,Modern Dance I: Technique and Theory,Winter 2020,ARP,Unable to determine class period
DANC,150.0,Contact Improvisation,Winter 2020,ARP,4a
DANC,205.0,Winter Dance,Winter 2020,ARP,Unable to determine class period
DANC,208.0,Ballet II,Winter 2020,ARP,3a
DANC,210.0,Contemporary Dance Forms II,Winter 2020,ARP,5a
DANC,215.0,"Winter Dance, Student Choreography",Winter 2020,ARP,Unable to determine class period
DANC,253.0,Movement for the Performer,Winter 2020,ARP,3a
DANC,268.0,The Body as Choreographer,Winter 2020,ARP,Unable to determine class period
DANC,300.0,Modern Dance III: Technique and Theory,Winter 2020,ARP,Unable to determine class period
DANC,350.0,Semaphore Repertory Dance Company,Winter 2020,ARP,Unable to determine class period
DANC,107.0,Ballet I,Spring 2020,ARP,2a
DANC,147.0,Moving Anatomy,Spring 2020,ARP,4a
DANC,148.0,Modern Dance I: Technique and Theory,Spring 2020,ARP,Unable to determine class period
DANC,200.0,Modern Dance II: Technique and Theory,Spring 2020,ARP,Unable to determine class period
DANC,206.0,Spring Dance,Spring 2020,ARP,Unable to determine class period
